Dimension,Dimension Label,Score,Response
Participating primary and mental health care,4_care,0,I see my therapist periodicly.
Participating primary and mental health care,4_care,0,I talk to my therapist periodicly.
Participating primary and mental health care,4_care,0,I see my counselor periodicly.
Participating primary and mental health care,4_care,0,I talk to my counselor periodicly.
Participating primary and mental health care,4_care,0,I visit my counselor periodicly.
Participating primary and mental health care,4_care,0,I talk to my psychiatrist periodicly.
Participating primary and mental health care,4_care,0,I visit my psychiatrist periodicly.
Participating primary and mental health care,4_care,0,I see my prescriber periodicly.
Participating primary and mental health care,4_care,0,I talk to my prescriber periodicly.
Participating primary and mental health care,4_care,0,I visit my prescriber periodicly.
Participating primary and mental health care,4_care,0,I see my case manager periodicly.
Participating primary and mental health care,4_care,0,I talk to my case manager periodicly.
Participating primary and mental health care,4_care,0,I visit my case manager periodicly.
Participating primary and mental health care,4_care,0,I don't have a therapist.
Participating primary and mental health care,4_care,0,I don't have a psychiatrist.
Participating primary and mental health care,4_care,0,I don't have a prescriber.
Participating primary and mental health care,4_care,0,I don't have a case manager.
Participating primary and mental health care,4_care,0,I never talk to any therapist.
Participating primary and mental health care,4_care,0,I never talk to any PCP.
Participating primary and mental health care,4_care,0,I never talk to any psychiatrist
Participating primary and mental health care,4_care,0,I never talk to any case manager.
Participating primary and mental health care,4_care,0,I have a standing appointment with my doctor every few months.
Participating primary and mental health care,4_care,0,I never miss my therapy sessions—they really help me.
Participating primary and mental health care,4_care,0,"I check in with my psychiatrist regularly, and it’s been beneficial."
Participating primary and mental health care,4_care,0,I follow up with my primary care provider whenever needed.
Participating primary and mental health care,4_care,0,I’ve been consistent with my mental health appointments.
Participating primary and mental health care,4_care,0,I have a good routine of seeing my therapist and doctor.
Participating primary and mental health care,4_care,0,I schedule my medical visits ahead of time to stay on track.
Participating primary and mental health care,4_care,0,I feel supported by my healthcare team and meet with them often.
Participating primary and mental health care,4_care,0,"My counselor and I meet weekly, and I value our sessions."
Participating primary and mental health care,4_care,0,"My therapist and I have regular check-ins, which help a lot."
Participating primary and mental health care,4_care,0,I stay on top of my mental health by meeting my case manager monthly.
Participating primary and mental health care,4_care,0,I prioritize my health and make sure to attend all my medical appointments.
Participating primary and mental health care,4_care,0,I just had my routine check-up last week.
Participating primary and mental health care,4_care,0,My doctor and I communicate regularly about my health.
Participating primary and mental health care,4_care,0,I never hesitate to schedule an appointment if I need support.
Participating primary and mental health care,4_care,0,I take my health seriously and always follow up with my providers.
Participating primary and mental health care,4_care,0,"I just spoke with my counselor, and I feel good about my progress."
Participating primary and mental health care,4_care,0,My case manager and I meet regularly to stay on track.
Participating primary and mental health care,4_care,0,I have a strong relationship with my healthcare providers.
Participating primary and mental health care,4_care,0,I feel like I’m in a good place with my mental and physical health.
Participating primary and mental health care,4_care,0,"My therapist is an important part of my routine, and I never skip a session."
Participating primary and mental health care,4_care,0,I just scheduled my next medical appointment—it’s important to stay proactive.
Participating primary and mental health care,4_care,0,My primary care doctor helps me stay on top of my health needs.
Participating primary and mental health care,4_care,0,I follow my doctor’s recommendations and see them when advised.
Participating primary and mental health care,4_care,0,I feel comfortable reaching out to my therapist anytime I need help.
Participating primary and mental health care,4_care,0,Regular check-ups give me peace of mind about my health.
Participating primary and mental health care,4_care,0,I never miss my mental health check-ins because they help me a lot.
Participating primary and mental health care,4_care,0,"My counselor helps me process things, and I look forward to our sessions."
Participating primary and mental health care,4_care,0,"I’ve been working with my therapist for a long time, and it’s been great."
Participating primary and mental health care,4_care,0,I always follow through on my healthcare appointments.
Participating primary and mental health care,4_care,0,I don’t skip doctor visits because I know how important they are.
Participating primary and mental health care,4_care,0,"My doctor and I have a great understanding, and I feel well cared for."
Participating primary and mental health care,4_care,0,I just went to my prescriber last week to discuss my medication.
Participating primary and mental health care,4_care,0,"My therapist is really helpful, so I make sure to see them regularly."
Participating primary and mental health care,4_care,0,Seeing my doctor regularly makes me feel more in control of my health.
Participating primary and mental health care,4_care,0,I always go to my follow-up appointments on time.
Participating primary and mental health care,4_care,0,"My healthcare providers have been very supportive, and I appreciate that."
Participating primary and mental health care,4_care,1,I haven't gone to my PCP for a while.
Participating primary and mental health care,4_care,1,I haven't seen my PCP for a while.
Participating primary and mental health care,4_care,1,I haven't visited my PCP for a while.
Participating primary and mental health care,4_care,1,I haven't gone to my psychiatrist for a while.
Participating primary and mental health care,4_care,1,I haven't seen my psychiatrist for a while.
Participating primary and mental health care,4_care,1,I haven't visited my psychiatrist for a while.
Participating primary and mental health care,4_care,1,I haven't gone to my prescriber for a while.
Participating primary and mental health care,4_care,1,I haven't seen my prescriber for a while.
Participating primary and mental health care,4_care,1,I haven't visited my prescriber for a while.
Participating primary and mental health care,4_care,1,I haven't seen my case manager for a while.
Participating primary and mental health care,4_care,1,I haven't visited my case manager for a while.
Participating primary and mental health care,4_care,1,I haven't gone to my therapist for a while.
Participating primary and mental health care,4_care,1,I haven't seen my therapist for a while.
Participating primary and mental health care,4_care,1,I haven't visited my therapist for a while.
Participating primary and mental health care,4_care,1,I don't visit the doctor.
Participating primary and mental health care,4_care,1,"I’ve missed my last couple of therapy sessions, but I plan to go back."
Participating primary and mental health care,4_care,1,"I haven’t seen my doctor in a while, but I know I should."
Participating primary and mental health care,4_care,1,I’ve been meaning to schedule an appointment but keep putting it off.
Participating primary and mental health care,4_care,1,I don’t see my therapist as often as I probably should.
Participating primary and mental health care,4_care,1,I sometimes skip my mental health check-ups when I’m feeling okay.
Participating primary and mental health care,4_care,1,I’ve had to reschedule my last few appointments.
Participating primary and mental health care,4_care,1,"I know I should check in with my doctor, but I’ve been too busy."
Participating primary and mental health care,4_care,1,I haven’t prioritized my medical visits lately.
Participating primary and mental health care,4_care,1,"I missed my last psychiatrist appointment, but I’ll go next time."
Participating primary and mental health care,4_care,1,"I feel fine, so I haven’t felt the need to see my doctor recently."
Participating primary and mental health care,4_care,1,I’ve been skipping my therapy sessions when I feel like I don’t need them.
Participating primary and mental health care,4_care,1,I keep forgetting to book a follow-up with my case manager.
Participating primary and mental health care,4_care,1,I haven’t checked in with my healthcare provider as often as before.
