Dimension,Dimension Label ,Original Response,Original Response Score,Follow-up Response,Follow-up Response Score
Expressing feelings to other people,7_emo,I don't talk to my son.,2,Follow-up: I don't communicate with my son because we have a strained relationship. We have had several disagreements over the years which have led to a gap in our communication. I am not sure how to bridge this gap and it has become difficult for me to express my feelings to him.,0
Expressing feelings to other people,7_emo,I don't talk to my daughter.,2,"Follow-up: I have had a strained relationship with my daughter for a while now. We had a big disagreement a few years ago and since then communication has become difficult. We tried to patch things up but the distance between us had grown. I think I am afraid that if I talk, it may lead to another argument.",0
Expressing feelings to other people,7_emo,I don't talk to my fiance.,2,Follow-up: I'm interested in painting. It's been my passion since childhood. I usually spend my weekends creating new pieces of artwork. It's a great way for me to relax and express my creativity.,1
Expressing feelings to other people,7_emo,I don't talk to my fiancee.,2,"Follow-up: I mean, I don't express my feelings to my fiancee as much as I should. We live together and share many common interests, but when it comes to expressing my deeper feelings and fears, I just find it hard. I worry that she might not understand or that it might affect our relationship negatively.",0
Expressing feelings to other people,7_emo,I don't talk to my doctor.,2,Follow-up: I don't talk to my doctor about my feelings because I'm afraid they won't understand or take them seriously. It's hard for me to express my feelings and I worry they might judge me or dismiss my emotions as insignificant.,0
Expressing feelings to other people,7_emo,I don't talk to my therapist.,2,"Follow-up: I find it difficult to express my feelings and emotions to others, including my therapist. Because of my past experiences, I have developed a fear of being judged or misunderstood. Moreover, I feel uncomfortable discussing my personal problems and fears with someone I barely know. I have always kept my problems to myself, which is why I don't talk to my therapist.",0
Expressing feelings to other people,7_emo,I don't talk to my counselor.,2,"Follow-up: I have always struggled with opening up about my feelings, particularly with individuals that I'm not extremely close with. I feel uncomfortable discussing personal matters with my counselor. It feels like an invasion of my privacy. I've always preferred to deal with my issues by myself or confide in trusted friends or family members.",0
Expressing feelings to other people,7_emo,I don't talk to my family and friends.,2,"Follow-up: I tend to keep my feelings to myself because I don't want to burden them with my problems. It's difficult for me to express my emotions, so I usually isolate myself and try to handle things on my own. This has been a habit of mine for many years.",0
Expressing feelings to other people,7_emo,I never share my feelings with my family and colleagues.,2,"Follow-up: I have always been a private person and find it challenging to express my emotions openly. It's not that I don't trust them, but I am just not comfortable sharing my feelings with others. I don't want them to worry about me or judge me based on my emotional state. I usually handle my emotions by myself.",0
Expressing feelings to other people,7_emo,I never share my feelings with my friends.,2,Follow-up: I have a pet cat named Whiskers. She's very playful and keeps me company when I'm at home. I adopted her two years ago from a local animal shelter.,1
Expressing feelings to other people,7_emo,I never share my feelings with my family.,2,"Follow-up: I am just not comfortable expressing my emotions, especially with my family. I've always been rather private and introverted. I guess it's because we never really talked about feelings in my house growing up. It's a pattern that's hard to break, even though I recognize it might be healthier to share more.",0
