idx,y_true,y_pred,dimension_label,response,raw
383,2,2,3_medication,"I don’t like how my meds make me feel, so I stopped taking them.","1_medication, 2"
384,2,2,3_medication,I take my meds so inconsistently that I don’t think they work.,"1_medication, 2"
385,2,2,3_medication,I stopped my medication without consulting my doctor.,"1_medication, 2"
386,2,2,3_medication,I don’t feel motivated to take my meds anymore.,"1_medication, 2"
387,2,2,3_medication,I’ve completely abandoned my prescription.,"1_medication, 2"
388,2,2,3_medication,I can’t handle taking medication every day.,"1_medication, 2"
389,2,2,3_medication,"I keep forgetting my medication, and now I’m not sure if it’s working anymore.","1_medication, 2"
390,2,2,3_medication,"I don’t believe my medication helps, so I stopped taking it.","1_medication, 2"
391,2,2,3_medication,I ran out of my prescription weeks ago and haven’t refilled it.,"1_medication, 2"
392,2,2,3_medication,"I don’t feel comfortable taking my meds anymore, so I just quit.","1_medication, 2"
393,2,2,3_medication,"I take my meds sporadically, whenever I feel like it.","1_medication, 2"
394,2,2,3_medication,I refuse to take my medication because I don’t like the side effects.,"1_medication, 2"
395,2,2,3_medication,"I can’t keep up with my meds, and it’s making my condition worse.","1_medication, 2"
396,2,2,3_medication,"I feel like my medication is useless, so I don’t take it anymore.","1_medication, 2"
397,2,2,3_medication,"I skip my meds all the time, even though I know I shouldn’t.","1_medication, 2"
398,2,2,3_medication,I stopped taking my prescription because I think I don’t need it anymore.,"1_medication, 2"
399,2,2,3_medication,"I keep forgetting my pills, and I’m starting to feel the effects.","1_medication, 2"
400,2,2,3_medication,"I don’t want to take my medication anymore, even if my doctor says I should.","1_medication, 2"
401,2,2,3_medication,"I hate how my meds make me feel, so I don’t take them.","1_medication, 2"
402,2,2,3_medication,I threw away my medication because I don’t trust it.,"1_medication, 2"
403,2,2,3_medication,"I’ve been skipping my medication for weeks, and now I feel worse.","1_medication, 2"
404,2,2,3_medication,I don’t have the energy to manage my medication routine anymore.,"1_medication, 2"
405,2,2,3_medication,"I don’t even know where my meds are, maybe expired, I haven’t taken them in ages.","1_medication, 2"
406,2,2,3_medication,"I feel like my meds are making things worse, so I stopped taking them.","1_medication, 2"
407,2,2,3_medication,"I’m completely off my medication, and I haven’t told my doctor yet.","1_medication, 2"
408,0,0,4_care,I visit the doctors regularly.,"1_care, 0"
409,0,0,4_care,I visit my therapist every week.,"1_care, 0"
410,0,0,4_care,I see my therapist every month.,"1_care, 0"
411,0,0,4_care,I visit my therapist every month.,"1_care, 0"
412,0,0,4_care,I see my counselor every month.,"1_care, 0"
413,0,0,4_care,I visit my counselor every month.,"1_care, 0"
414,0,0,4_care,I talk to my counselor every week.,"1_care, 0"
415,0,0,4_care,I see my case manager every week.,"1_care, 0"
416,0,0,4_care,I visit my case manager every week.,"1_care, 0"
417,0,0,4_care,I talk to my case manager every month.,"1_care, 0"
418,0,0,4_care,I see my case manager every month.,"1_care, 0"
419,0,0,4_care,I visit my case manager every month.,"1_care, 0"
420,0,0,4_care,I see my case manager regularly.,"1_care, 0"
421,0,0,4_care,I visit my case manager regularly.,"1_care, 0"
422,0,0,4_care,I see my psychiatrist every week.,"1_care, 0"
423,0,0,4_care,I visit my psychiatrist every week.,"1_care, 0"
424,0,0,4_care,I talk to my psychiatrist every month.,"1_care, 0"
425,0,0,4_care,I see my psychiatrist every month.,"1_care, 0"
426,0,0,4_care,I visit my psychiatrist every month.,"1_care, 0"
427,0,0,4_care,I see my psychiatrist regularly.,"1_care, 0"
428,0,0,4_care,I visit my psychiatrist regularly.,"1_care, 0"
429,0,0,4_care,I see my prescriber every week.,"1_care, 0"
430,0,0,4_care,I visit my prescriber every week.,"1_care, 0"
431,0,0,4_care,I talk to my prescriber every month.,"1_care, 0"
432,0,0,4_care,I see my prescriber every month.,"1_care, 0"
433,0,0,4_care,I visit my prescriber every month.,"1_care, 0"
434,0,0,4_care,I see my prescriber regularly.,"1_care, 0"
435,0,0,4_care,I visit my prescriber regularly.,"1_care, 0"
436,0,0,4_care,I talk to my therapist every week.,"1_care, 0"
437,0,0,4_care,I see my therapist regularly.,"1_care, 0"
438,0,0,4_care,I talk to my therapist regularly.,"1_care, 0"
439,0,0,4_care,I see my PCP regularly.,"1_care, 0"
440,0,0,4_care,I talk to my PCP regularly.,"1_care, 0"
441,0,0,4_care,I visit my PCP regularly.,"1_care, 0"
442,0,0,4_care,I see my PCP periodicly.,"1_care, 0"
443,0,0,4_care,I talk to my PCP periodicly.,"1_care, 0"
444,0,0,4_care,I see my therapist periodicly.,"1_care, 0"
445,0,0,4_care,I talk to my therapist periodicly.,"1_care, 0"
446,0,0,4_care,I see my counselor periodicly.,"1_care, 0"
447,0,0,4_care,I talk to my counselor periodicly.,"1_care, 0"
448,0,0,4_care,I visit my counselor periodicly.,"1_care, 0"
449,0,0,4_care,I talk to my psychiatrist periodicly.,"1_care, 0"
450,0,0,4_care,I visit my psychiatrist periodicly.,"1_care, 0"
451,0,0,4_care,I see my prescriber periodicly.,"1_care, 0"
452,0,0,4_care,I talk to my prescriber periodicly.,"1_care, 0"
453,0,0,4_care,I visit my prescriber periodicly.,"1_care, 0"
454,0,0,4_care,I see my case manager periodicly.,"1_care, 0"
455,0,0,4_care,I talk to my case manager periodicly.,"1_care, 0"
456,0,0,4_care,I visit my case manager periodicly.,"1_care, 0"
457,0,0,4_care,I don't have a therapist.,"1_care, 0"
458,0,0,4_care,I don't have a psychiatrist.,"1_care, 0"
459,0,0,4_care,I don't have a prescriber.,"1_care, 0"
460,0,0,4_care,I don't have a case manager.,"1_care, 0"
461,0,0,4_care,I never talk to any therapist.,"1_care, 0"
462,0,2,4_care,I never talk to any PCP.,"1_care, 2"
463,0,0,4_care,I never talk to any psychiatrist,"1_care, 0"
464,0,1,4_care,I never talk to any case manager.,"1_care, 1"
465,0,0,4_care,I have a standing appointment with my doctor every few months.,"1_care, 0"
466,0,0,4_care,I never miss my therapy sessions—they really help me.,"1_care, 0"
467,0,0,4_care,"I check in with my psychiatrist regularly, and it’s been beneficial.","1_care, 0"
468,0,0,4_care,I follow up with my primary care provider whenever needed.,"1_care, 0"
469,0,0,4_care,I’ve been consistent with my mental health appointments.,"1_care, 0"
470,0,0,4_care,I have a good routine of seeing my therapist and doctor.,"1_care, 0"
471,0,0,4_care,I schedule my medical visits ahead of time to stay on track.,"1_care, 0"
472,0,0,4_care,I feel supported by my healthcare team and meet with them often.,"1_care, 0"
473,0,0,4_care,"My counselor and I meet weekly, and I value our sessions.","1_care, 0"
474,0,0,4_care,"My therapist and I have regular check-ins, which help a lot.","1_care, 0"
475,0,0,4_care,I stay on top of my mental health by meeting my case manager monthly.,"1_care, 0"
476,0,0,4_care,I prioritize my health and make sure to attend all my medical appointments.,"1_care, 0"
477,0,0,4_care,I just had my routine check-up last week.,"1_care, 0"
478,0,0,4_care,My doctor and I communicate regularly about my health.,"1_care, 0"
479,0,0,4_care,I never hesitate to schedule an appointment if I need support.,"1_care, 0"
480,0,0,4_care,I take my health seriously and always follow up with my providers.,"1_care, 0"
481,0,0,4_care,"I just spoke with my counselor, and I feel good about my progress.","1_care, 0"
482,0,0,4_care,My case manager and I meet regularly to stay on track.,"1_care, 0"
483,0,0,4_care,I have a strong relationship with my healthcare providers.,"1_care, 0"
484,0,0,4_care,I feel like I’m in a good place with my mental and physical health.,"1_mood, 0"
485,0,0,4_care,"My therapist is an important part of my routine, and I never skip a session.","1_care, 0"
486,0,0,4_care,I just scheduled my next medical appointment—it’s important to stay proactive.,"1_care, 0"
487,0,0,4_care,My primary care doctor helps me stay on top of my health needs.,"1_care, 0"
488,0,0,4_care,I follow my doctor’s recommendations and see them when advised.,"1_care, 0"
489,0,0,4_care,I feel comfortable reaching out to my therapist anytime I need help.,"1_care, 0"
490,0,0,4_care,Regular check-ups give me peace of mind about my health.,"1_care, 0"
491,0,0,4_care,I never miss my mental health check-ins because they help me a lot.,"1_care, 0"
492,0,0,4_care,"My counselor helps me process things, and I look forward to our sessions.","1_care, 0"
493,0,0,4_care,"I’ve been working with my therapist for a long time, and it’s been great.","1_care, 0"
494,0,0,4_care,I always follow through on my healthcare appointments.,"5_showup, 0"
495,0,0,4_care,I don’t skip doctor visits because I know how important they are.,"1_care, 0"
496,0,0,4_care,"My doctor and I have a great understanding, and I feel well cared for.","1_care, 0"
497,0,0,4_care,I just went to my prescriber last week to discuss my medication.,"1_care, 0"
498,0,0,4_care,"My therapist is really helpful, so I make sure to see them regularly.","1_care, 0"
499,0,0,4_care,Seeing my doctor regularly makes me feel more in control of my health.,"1_care, 0"
500,0,0,4_care,I always go to my follow-up appointments on time.,"5_showup, 0"
501,0,0,4_care,"My healthcare providers have been very supportive, and I appreciate that.","1_care, 0"
502,1,1,4_care,I haven't gone to my PCP for a while.,"1_care, 1"
503,1,1,4_care,I haven't seen my PCP for a while.,"1_care, 1"
504,1,1,4_care,I haven't visited my PCP for a while.,"1_care, 1"
505,1,1,4_care,I haven't gone to my psychiatrist for a while.,"1_care, 1"
506,1,1,4_care,I haven't seen my psychiatrist for a while.,"1_care, 1"
507,1,1,4_care,I haven't visited my psychiatrist for a while.,"1_care, 1"
508,1,1,4_care,I haven't gone to my prescriber for a while.,"1_care, 1"
509,1,1,4_care,I haven't seen my prescriber for a while.,"1_care, 1"
510,1,1,4_care,I haven't visited my prescriber for a while.,"1_care, 1"
511,1,1,4_care,I haven't seen my case manager for a while.,"1_care, 1"
512,1,1,4_care,I haven't visited my case manager for a while.,"1_care, 1"
513,1,1,4_care,I haven't gone to my therapist for a while.,"1_care, 1"
514,1,1,4_care,I haven't seen my therapist for a while.,"1_care, 1"
515,1,1,4_care,I haven't visited my therapist for a while.,"1_care, 1"
516,1,2,4_care,I don't visit the doctor.,"1_care, 2"
517,1,1,4_care,"I’ve missed my last couple of therapy sessions, but I plan to go back.","1_care, 1"
518,1,1,4_care,"I haven’t seen my doctor in a while, but I know I should.","1_care, 1"
519,1,1,4_care,I’ve been meaning to schedule an appointment but keep putting it off.,"5_showup, 1"
520,1,1,4_care,I don’t see my therapist as often as I probably should.,"1_care, 1"
521,1,1,4_care,I sometimes skip my mental health check-ups when I’m feeling okay.,"1_care, 1"
522,1,1,4_care,I’ve had to reschedule my last few appointments.,"5_showup, 1"
523,1,1,4_care,"I know I should check in with my doctor, but I’ve been too busy.","1_care, 1"
524,1,1,4_care,I haven’t prioritized my medical visits lately.,"1_care, 1"
525,1,1,4_care,"I missed my last psychiatrist appointment, but I’ll go next time.","1_care, 1"
526,1,1,4_care,"I feel fine, so I haven’t felt the need to see my doctor recently.","1_care, 1"
527,1,1,4_care,I’ve been skipping my therapy sessions when I feel like I don’t need them.,"1_care, 1"
528,1,1,4_care,I keep forgetting to book a follow-up with my case manager.,"1_care, 1"
529,1,1,4_care,I haven’t checked in with my healthcare provider as often as before.,"1_care, 1"
530,1,1,4_care,I see my doctor irregularly—I go when I feel like something is wrong.,"1_care, 1"
531,1,1,4_care,"I haven’t seen my prescriber in a while, but I still take my medication.","1_care, 1"
532,1,1,4_care,"My therapist recommended regular visits, but I don’t always go.","1_care, 1"
533,1,1,4_care,"I used to see my psychiatrist regularly, but not as much now.","1_care, 1"
534,1,1,4_care,"I see my case manager when I have time, but not consistently.","1_care, 1"
535,1,1,4_care,I occasionally cancel my appointments because of other priorities.,"5_showup, 1"
536,1,1,4_care,"I want to go to therapy more often, but I keep delaying it.","1_care, 1"
537,1,1,4_care,I’ve been inconsistent with my medical appointments lately.,"1_care, 1"
538,1,1,4_care,"I see my prescriber when I need a refill, but not otherwise.","1_care, 1"
539,1,1,4_care,"I haven’t been to a doctor recently, but I feel fine.","1_care, 1"
540,1,1,4_care,"I used to be good about going to therapy, but I’ve slipped a bit.","1_care, 1"
541,1,1,4_care,"I know I should make an appointment, but I keep putting it off.","1_care, 1"
542,1,1,4_care,"I missed my last doctor’s visit, but I’ll schedule another soon.","5_showup, 1"
543,1,1,4_care,"I don’t always attend my sessions, but I try my best.","5_showup, 1"
544,1,1,4_care,"I go to therapy occasionally, but I’m not consistent.","1_care, 1"
545,1,1,4_care,I haven’t made time for medical check-ups lately.,"1_care, 1"
546,1,1,4_care,I sometimes go months without seeing my doctor.,"1_care, 1"
547,1,1,4_care,"I’ll go to the doctor if something comes up, but I don’t go regularly.","1_care, 1"
548,1,1,4_care,I need to be better about following up on my appointments.,"5_showup, 1"
549,1,1,4_care,"I was seeing my therapist regularly, but I’ve started missing sessions.","1_care, 1"
550,1,1,4_care,"I usually see my doctor, but I’ve been skipping visits lately.","1_care, 1"
551,1,1,4_care,"I haven’t talked to my psychiatrist in a while, but I plan to.","1_care, 1"
552,1,1,4_care,"I want to restart therapy, but I haven’t done it yet.","1_care, 1"
553,1,1,4_care,"I haven’t gone for a check-up in a while, but I’m planning to.","1_care, 1"
554,1,1,4_care,"I occasionally go to therapy, but not as much as I should.","1_care, 1"
555,1,1,4_care,I haven’t been checking in with my prescriber like I used to.,"1_care, 1"
556,1,1,4_care,"I was seeing a doctor, but I haven’t followed up in a long time.","1_care, 1"
557,2,1,4_care,I haven't gone to my PCP for a long time.,"1_care, 1"
558,2,1,4_care,I haven't seen my PCP for a long time.,"1_care, 1"
559,2,1,4_care,I haven't visited my PCP for a long time.,"1_care, 1"
560,2,1,4_care,I haven't gone to my psychiatrist for a long time.,"1_care, 1"
561,2,1,4_care,I haven't seen my psychiatrist for a long time.,"1_care, 1"
562,2,1,4_care,I haven't visited my psychiatrist for a long time.,"1_care, 1"
563,2,1,4_care,I haven't gone to my prescriber for a long time.,"1_care, 1"
564,2,1,4_care,I haven't seen my prescriber for a long time.,"1_care, 1"
565,2,1,4_care,I haven't visited my prescriber for a long time.,"1_care, 1"
566,2,1,4_care,I haven't gone to my case manager for a long time.,"1_care, 1"
567,2,1,4_care,I haven't seen my case manager for a long time.,"1_care, 1"
568,2,1,4_care,I haven't visited my case manager for a long time.,"1_care, 1"
569,2,1,4_care,I haven't gone to my therapist for a long time.,"1_care, 1"
570,2,1,4_care,I haven't seen my therapist for a long time.,"1_care, 1"
571,2,1,4_care,I haven't visited my therapist for a long time.,"1_care, 1"
572,2,1,4_care,I am too busy to talk to my therapist.,"1_care, 1"
573,2,1,4_care,I am too busy to talk to my PCP.,"1_care, 1"
574,2,1,4_care,I am too busy to talk to my prescriber.,"1_care, 1"
575,2,1,4_care,I am too busy to talk to my case manager.,"1_care, 1"
576,2,1,4_care,I am too busy to talk to my psychiatrist.,"1_care, 1"
577,2,2,4_care,I never go to the doctor.,"1_care, 2"
578,2,2,4_care,I haven’t been to a doctor in years.,"1_care, 2"
579,2,2,4_care,"I completely stopped going to therapy, even though I probably need it.","1_care, 2"
580,2,2,4_care,I don’t remember the last time I saw a healthcare provider.,"1_care, 2"
581,2,2,4_care,I avoid doctors and therapists completely.,"1_care, 2"
