idx,y_true,y_pred,topic,original,follow_up,raw
119,0,0,Expressing feelings to other people,I don't talk to my relatives.,"Follow-up: I find it difficult to express my feelings and thoughts to my relatives. Our relationship has been strained due to past disagreements and misunderstandings. This has led to a communication barrier between us. I've tried to bridge the gap, but it hasn't been successful.",DECISION: 0
120,0,0,Expressing feelings to other people,I don't talk to my sister.,"Follow-up: I have a strained relationship with my sister due to some past misunderstandings. We've been out of touch for quite a while. I tried initiating conversations, but the emotional distance seems to have grown over the years. We used to be quite close as kids, but things have changed.",DECISION: 0
121,0,0,Expressing feelings to other people,I don't talk to my brother.,"Follow-up: Our relationship has been strained for a while now. We had a falling out a few years ago over a disagreement and since then, we have been distant. I find it hard to express my feelings to him because of the unresolved issues between us. It's a situation I hope to mend in the future.",DECISION: 0
122,0,0,Expressing feelings to other people,I don't talk to my husband.,"Follow-up: Our communication has been strained lately. We've been having more disagreements than usual, and I find it difficult to express my feelings to him without it escalating into an argument. I feel like he's not receptive to my thoughts and emotions, which has led to me pulling back and not talking to him as much.",DECISION: 0
123,0,0,Expressing feelings to other people,I don't talk to my wife.,"Follow-up: I don't mean to say that I completely ignore her. We do communicate, but it's mostly about practical things like who will pick up the kids or what we'll have for dinner. When it comes to expressing feelings, talking about our hopes, fears, dreams, and worries, I just can't seem to open up. It's like there's this wall between us that I don't know how to break down.",DECISION: 0
124,0,0,Expressing feelings to other people,I don't talk to my son.,Follow-up: I don't communicate with my son because we have a strained relationship. We have had several disagreements over the years which have led to a gap in our communication. I am not sure how to bridge this gap and it has become difficult for me to express my feelings to him.,DECISION: 0
125,0,0,Expressing feelings to other people,I don't talk to my daughter.,"Follow-up: I have had a strained relationship with my daughter for a while now. We had a big disagreement a few years ago and since then communication has become difficult. We tried to patch things up but the distance between us had grown. I think I am afraid that if I talk, it may lead to another argument.",DECISION: 0
126,1,1,Expressing feelings to other people,I don't talk to my fiance.,Follow-up: I'm interested in painting. It's been my passion since childhood. I usually spend my weekends creating new pieces of artwork. It's a great way for me to relax and express my creativity.,DECISION: 1
127,0,0,Expressing feelings to other people,I don't talk to my fiancee.,"Follow-up: I mean, I don't express my feelings to my fiancee as much as I should. We live together and share many common interests, but when it comes to expressing my deeper feelings and fears, I just find it hard. I worry that she might not understand or that it might affect our relationship negatively.",DECISION: 0
128,0,0,Expressing feelings to other people,I don't talk to my doctor.,Follow-up: I don't talk to my doctor about my feelings because I'm afraid they won't understand or take them seriously. It's hard for me to express my feelings and I worry they might judge me or dismiss my emotions as insignificant.,DECISION: 0
129,0,0,Expressing feelings to other people,I don't talk to my therapist.,"Follow-up: I find it difficult to express my feelings and emotions to others, including my therapist. Because of my past experiences, I have developed a fear of being judged or misunderstood. Moreover, I feel uncomfortable discussing my personal problems and fears with someone I barely know. I have always kept my problems to myself, which is why I don't talk to my therapist.",DECISION: 0
130,0,0,Expressing feelings to other people,I don't talk to my counselor.,"Follow-up: I have always struggled with opening up about my feelings, particularly with individuals that I'm not extremely close with. I feel uncomfortable discussing personal matters with my counselor. It feels like an invasion of my privacy. I've always preferred to deal with my issues by myself or confide in trusted friends or family members.",DECISION: 0
131,0,0,Expressing feelings to other people,I don't talk to my family and friends.,"Follow-up: I tend to keep my feelings to myself because I don't want to burden them with my problems. It's difficult for me to express my emotions, so I usually isolate myself and try to handle things on my own. This has been a habit of mine for many years.",DECISION: 0
